"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","inscription","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude"
"110",6106,474561,"EDCS-30600028","HD061543",42,69,"L(ucius) Icconius L(uci) f(ilius) / Ani(ensi) Surio Cae/saraug(usta) miles / leg(ionis) XI C(laudiae) P(iae) F(idelis) / [|(centuria)] Titi Silvani / stip(endiorum) XXIII t(estamento) f(ieri) i(ussit) / h(eres) f(aciendum) c(uravit)","L(ucius) Icconius L(uci) f(ilius) / Ani(ensis) Surio Cae/saraug(usta) miles / leg(ionis) XI C(laudiae) p(iae) f(idelis) / [|(centuria)] Titi Silvani / stip(endiorum) XXIII t(estamento) f(ieri) i(ussit) / h(eres) f(aciendum) c(uravit)","Lucius Icconius Luci filius Aniensis Surio Caesaraugusta miles legionis XI Claudiae piae fidelis centuria Titi Silvani stipendiorum XXIII testamento fieri iussit heres faciendum curavit","epitaph","NULL","Dalmatia","Dalmatia","Strmca / Stermizza / Burnum","NULL","Knin","milites, tria nomina, viri",44.0408,16.1994
"111",6309,474768,"EDCS-07000812","HD009278",42,69,"T(erminus) pra(torum) / leg(ionis) / XI C(laudiae) P(iae) F(idelis)","T(erminus) pra(torum) / leg(ionis) / XI C(laudiae) p(iae) f(idelis)","Terminus pratorum legionis XI Claudiae piae fidelis","boundary inscription","cippus","Dalmatia","Dalmatia","Uzdolje","NULL","Biskupija","milites",43.9386349,16.1966494
"112",67,467994,"EDCS-20601181","HD039829",1,70,"Leg(ionis) VIII Aug(ustae)","Leg(ionis) VIII Aug(ustae)","Legionis VIII Augustae","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites",43.1818,17.5271
"113",70,467997,"EDCS-20601184","HD039843",1,70,"[Leg(ionis)] VIII Aug(ustae)","[Leg(ionis)] VIII Aug(ustae)","Legionis VIII Augustae","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites",43.1818,17.5271
"114",318,468251,"EDCS-31200521","HD057585",1,70,"T(itus) Iulius / T(iti) f(ilius) Cla(udia) / C[el]er / [3 l]eg(ionis) II Aug(usta) / [ar]am ex / [HS] XX(milibus) test(amento) / f[ier]i iussit","T(itus) Iulius / T(iti) f(ilius) Cla(udia) / C[el]er / [--- l]eg(ionis) II Aug(ustae) / [---]am ex / [HS ---]XX(--- milibus) test(amento) / f[ieri] iussit","Titus Iulius Titi filius Claudia Celer legionis II Augustae am ex HS XX milibus testamento fieri iussit","building/dedicatory inscription","tabula","Dalmatia","Dalmatia","Burnum","Asseria","Benkovac","milites, tria nomina, viri",44.0103,15.6844
"115",1110,469071,"EDCS-31900304","HD056523",1,70,"Andamionius An/dami f(ilius) eq(ues) coh(ortis) I / Lucens(ium) / ann(orum) XXXV / st(ipendiorum) XV h(ic) s(itus) e(st) / Gav[i]llius f(ilius) [h]er(es?) / [d(e?)] s(uo?) pos(u)it","Andamionius An/dami f(ilius) eq(ues) coh(ortis) I / Lucens(ium) ann(orum) XXXV / st(ipendiorum) XV h(ic) s(itus) e(st) / Gav[i]llius fr[at?]er / [eiu?]s pos(u)it","Andamionius Andami filius eques cohortis I Lucensium annorum XXXV stipendiorum XV hic situs est Gavillius frater eius posuit","epitaph","stele","Dalmatia","Dalmatia","Humac / Bigeste","Bigeste","Ljubuški","milites, nomen singulare, viri",43.1818,17.5271
"116",2272,470275,"EDCS-31400694","HD054214",1,70,"Leg(io) VIII Aug(usta)","Leg(io) VIII Aug(usta)","Legio VIII Augusta","owner/artist inscription","tile","Dalmatia","Dalmatia","Podgrade / Asseria","Asseria","Benkovac","milites",44.0103,15.6844
"117",2275,470278,"EDCS-31400408","HD060547",1,70,"[Le]g(io) VIII [Aug(usta)]","[Le]g(io) VIII [Aug(usta)]","Legio VIII Augusta","owner/artist inscription","tile","Dalmatia","Dalmatia","Podgrade / Asseria","Asseria","Benkovac","milites",44.0103,15.6844
"118",2284,470287,"EDCS-31200522","HD051373",1,70,"leg(ionis) X] Frete[nsis p]rimus omnium Asser[iensium ex HS] / CC testamen(to) fieri iussit","[--- leg(ionis) X] frete[nsis p]rimus omnium Asser[iatium --- ex HS ---]CC testamen[to] fieri iussit","legionis X fretensis primus omnium Asseriatium ex HS CC testamento fieri iussit","building/dedicatory inscription","architectural member","Dalmatia","Dalmatia","Podgrade / Asseria","Asseria","Benkovac","milites, viri",44.0103,15.6844
"119",349,468293,"EDCS-03000732","HD039932",9,70,"] VL[3] / [b(ene)]f(iciarius) co[(n)s(ularis)] / [l]eg(ionis) XI [Cl(audiae)] / [v(otum)] s(olvit) [l(ibens) m(erito)]","------] / [--]VL[---] / [b(ene)]f(iciarius) co[(n)s(ularis) ex] / [l]eg(ione) XI [Cl(audiae)] / [v(otum)] s(olvit) [l(ibens) m(erito)]","VL beneficiarius consularis ex legione XI Claudiae votum solvit libens merito","votive inscription","altar","Dalmatia","Dalmatia","Cacak / Malvesiatium","Municipium Malvesiatium","Lučani","milites, viri",43.9667,19.5333
"120",1112,469073,"EDCS-31900307","HD058391",9,70,"M(arcus) Sosius M(arci) f(ilius) / Fab(ia) Sebasto/[poli 3 leg(ionis)] VII / [","M(arcus) Sosius M(arci) f(ilius) / Fab(ia) Sebasto/[poli vet(eranus)? leg(ionis) VII] / [------","Marcus Sosius Marci filius Fabia Sebastopoli veteranus legionis VII","epitaph","stele","Dalmatia","Dalmatia","Humac / Bigeste","Bigeste","Ljubuški","milites, viri",43.1818,17.5271
"121",2943,470962,"EDCS-24400333","HD051030",9,70,"C(aius) Fulvius / C(ai) f(ilius) Vol(tinia) Phil(ippis) / miles leg(ionis) XI / annor(um) XXX / stipend(iorum) X","C(aius) Fulvius / C(ai) f(ilius) Vol(tinia) Phil(ippis) / miles leg(ionis) XI / annor(um) XXX / stipend(iorum) X","Caius Fulvius Cai filius Voltinia Philippis miles legionis XI annorum XXX stipendiorum X","epitaph","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, praenomen et nomen, viri",43.5384,16.4743
"122",1089,469050,"EDCS-10100867","HD034243",31,70,"] / XXXI [domo El]/ococi [h(ic) s(itus?) e(st)] / i(ussit) t(estamento) f(ieri) [3] / her[es p(osuit)","------] / XXXI [domo El]/ococi [h(ic) s(itus) e(st)] / i(ussit) t(estamento) f(ieri) [---] / her[es p(osuit)]","XXXI domo Elococi hic situs est iussit testamento fieri heres posuit","epitaph","NULL","Dalmatia","Dalmatia","Hardomilje / Bigeste","Bigeste","Ljubuški","milites, viri",43.1818,17.5271
"123",1111,469072,"EDCS-31900306","HD058385",31,70,"Rufus Angeti f(ilius) / mil(es) coh(ortis) I Luce(nsium)/ annorum XXX / stipen(diorum) / h(ic) s(itus) e(st) / h(eres) p(osuit)","Rufus Angeti f(ilius) / mil(es) c(o)ho(rtis) I Luce(nsium)/ annorum XXX / stipen(diorum) XI / h(ic) s(itus) e(st) / h(eres) p(osuit)","Rufus Angeti filius miles cohortis I Lucensium annorum XXX stipendiorum XI hic situs est heres posuit","epitaph","stele","Dalmatia","Dalmatia","Humac / Bigeste","Bigeste","Ljubuški","milites, nomen singulare, viri",43.1818,17.5271
"124",1115,469076,"EDCS-30100677","HD034235",31,70,"] / tur(ma) Ne[potis] / ann(orum) XLV [3] / t(estamento) [f(ieri) i(ussit)] / Neriu[s","------] / tur(ma) Ne[potis?] / ann(orum) XLV [---] / t(estamento) [f(ieri) i(ussit)] / Neriu[s ------","turma Nepotis annorum XLV testamento fieri iussit Nerius","epitaph","tabula","Dalmatia","Dalmatia","Humac / Bigeste","Bigeste","Ljubuški","milites, nomen singulare, viri",43.1818,17.5271
"125",1246,469213,"EDCS-10101843","HD035401",31,70,"[S]ex(tus) Valeri[u]s Sex(ti) filius V(o)ltinia [L]uci[n]us(?) [V]iana miles [l]eg(ionis) VIII Aug(ustae) |(centuria) Terent(i) Iuliani vixit an(n)is XXIX miles an(n)is [V]IIII(?)","[S]ex(tus) Valeri[u]s Sex(ti) filius V&lt;o&gt;ltinia [L]uci[n]us(?) [V]ian(n)a(!) miles [l]eg(ionis) VIII Aug(ustae) |(centuria) Terent(i) Iuliani vixit an(n)is XXIX miles an(n)is [V?]IIII","Sextus Valerius Sexti filius V lt o gt ltinia Lucinus Vianna miles legionis VIII Augustae centuria Terenti Iuliani vixit annis XXIX miles annis VIIII","epitaph","NULL","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936
"126",2691,470700,"EDCS-28300146","HD061639",31,70,"[3] Appinius / Pol(lia) Faven/[ti]a Quadr/atus |(centurio) vete/ranorum / leg(ionis) IIII Mac(edonicae) / an(n)o(s) na(tus) XL / bis huc pietas / ossa bene / qui[es]cant","[-] Appinius / Pol(lia) Faven/[ti]a Quadr/atus |(centurio) vete/ranorum / leg(ionis) IIII Mac(edonicae) / an(n)o(s) na(tus) XL / bis huc pietas / ossa bene / qui&lt;es&gt;cant","Appinius Pollia Faventia Quadratus centurio veteranorum legionis IIII Macedonicae annos natus XL bis huc pietas ossa bene qui lt es gt cant","epitaph","cliff","Dalmatia","Dalmatia","Skradin / Scardona","NULL","Skradin - Kistanje, zwischen","milites, tria nomina, viri",43.8227,15.9208
"127",5207,473462,"EDCS-10101055","HD033465",31,70,"C(aius) Manticus / C(ai) f(ilius) Scap(tia) mil(es) / leg(ionis) VII C(laudiae) P(iae) F(idelis) / stip(endiorum) XXIIII / C(aius) Avinnius / [Post]umius / [3]s / [","C(aius) Manticus / C(ai) f(ilius) Scap(tia) mil(es) / leg(ionis) VII C(laudiae) p(iae) f(idelis) / stip(endiorum) XXIIII / C(aius) Avinnius / [Post]umius(?) / [---]s / [------","Caius Manticus Cai filius Scaptia miles legionis VII Claudiae piae fidelis stipendiorum XXIIII Caius Avinnius Postumius s","epitaph","stele","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, praenomen et nomen, tria nomina, viri",43.5384,16.4743
"128",5557,473898,"EDCS-03000748","HD039979",31,70,"C(aius) Lollius C(ai) f(ilius) Pap(iria) Valens / veter(anus) leg(ionis) VII C(laudiae) P(iae) F(idelis) v(ivus) f(ecit) / sibi et Hostiliae P(ubli) f(iliae) Secu[ndae] / coniugi sanctissi[mae]","C(aius) Lollius C(ai) f(ilius) Pap(iria) Valens / veter(anus) leg(ionis) VII C(laudiae) p(iae) f(idelis) v(ivus) f(ecit) / sibi et Hostiliae P(ubli) f(iliae) Secu[ndae] / coniugi sanctissi[mae]","Caius Lollius Cai filius Papiria Valens veteranus legionis VII Claudiae piae fidelis vivus fecit sibi et Hostiliae Publi filiae Secundae coniugi sanctissimae","epitaph","tabula","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","milites, mulieres, tria nomina, viri",43.5384,16.4743
"129",6159,474615,"EDCS-30200377","HD034287",31,70,"Q(uintus) Murrius / Q(uinti) f(ilius) Ser(gia) Augusta / mil(es) leg(ionis) [3 an]n(orum) XXXV / stip(endiorum) VI[3 h(ic) s(itus)] e(st)","Q(uintus) Murrius / Q(uinti) f(ilius) Ser(gia) Augusta / mil(es) le[g(ionis) VII an]n(orum) XXXV / stip(endiorum) VI[--- h(ic) s(itus)] e(st)","Quintus Murrius Quinti filius Sergia Augusta miles legionis VII annorum XXXV stipendiorum VI hic situs est","epitaph","stele","Dalmatia","Dalmatia","Tomislavgrad / Duvno / Zupanjac / Delminium","Tilurium","Trilj","milites, praenomen et nomen, viri",43.6139,16.689
"130",6217,474673,"EDCS-10100894","HD034296",31,70,"]S C Pala/[tina(?) 3 leg(ionis)] VII / [","------]SC Pala/[tina? mil(es)? leg(ionis)] VII / [------","SC Palatina miles legionis VII","epitaph","NULL","Dalmatia","Dalmatia","Trilj / Tilurium","Tilurium","Trilj","milites, viri",43.6139,16.689
"131",6381,474842,"EDCS-26600672","HD050194",31,70,"Ti(berio) Claud[io 3 ima]/ginif(ero) vet(erano) [3] / stip(endiorum) XLIX an[nor(um) 3] / Ti(berius) Claudius [3 sibi posteris]/q(ue) eius quod is t[est(amento) des(ignavit)]","Ti(berio) Claud[io --- ima]/ginif(ero) vet(erano) [---] / stip(endiorum) XLIX an[nor(um) ---] / Ti(berius) Claudius [--- sibi posteris]/q(ue) eius quod is t[est(amento) des(ignavit)]","Tiberio Claudio imaginifero veterano stipendiorum XLIX annorum Tiberius Claudius sibi posteris que eius quod is testamento designavit","epitaph","NULL","Dalmatia","Dalmatia","Vid / Narona","Narona","Metković","milites, viri",43.0801,17.625
"132",1155,469121,"EDCS-41300186","HD039870",42,70,"L(ucius) Tertius L(uci?) f(ilius) / [Te]rtianus / H[era]cl(ea) ann(orum) [3] / HIRACLRA mi<l=H>(es) / l<e=I>g(ionis) XI [C(laudiae) P(iae)] F(idelis) / ann(orum) XL stip(endiorum) XVII / L(ucius) Pomp(onius?) Pol[lio(?)","L(ucius) Tertius L(uci)(?) f(ilius) / [Te]rtianus / H[era]cl[ea] ann(orum) [---] / HIR ACLRA mil(es) / leg(ionis) XI [C(laudiae) p(iae)] f(idelis) / ann(orum) XL stip(endiorum) XVII / L(ucius) Pomp(onius?) Pol[lio? ---?]","Lucius Tertius Luci filius Tertianus Heraclea annorum HIR ACLRA miles legionis XI Claudiae piae fidelis annorum XL stipendiorum XVII Lucius Pomponius Pollio","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936
"133",1157,469123,"EDCS-41300188","HD039872",42,70,"l]eg(ionis) XI [C(laudiae) P(iae) F(idelis?)] / [|(centuria?)] Aemi(lii) V[ictori(?)] / ann(orum) XI[3] / [s]ti[p(endiorum)","[------] / [--- l]eg(ionis) XI [C(laudiae)? p(iae)? f(idelis)?] / [|(centuria)?] Aemi(li) V[ictoris?] / ann(orum) XI[---] / [s]ti[p(endiorum) ---] / [------?]","legionis XI Claudiae piae fidelis centuria Aemili Victoris annorum XI stipendiorum","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936
"134",1158,469124,"EDCS-41300189","HD039873",42,70,"]ALR[3] / [3] leg(ionis) X[I(?) C(laudiae) P(iae) F(idelis?)] / [ann(orum) 3] / stip(endiorum) X[3] / [3] M(arcus) Pon[","[------?] / [---?]ALR[---?] / [---?] leg(ionis) X[I? C(laudiae)? p(iae)? f(idelis)?] / [ann(orum) ---] / stip(endiorum) X[---] / [---] M(arcus) Pon[ponius! ---]","ALR legionis XI Claudiae piae fidelis annorum stipendiorum X Marcus Ponponius","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, viri",44.0317,15.9936
"135",5208,473463,"EDCS-10101056","HD034436",42,70,"] / signifer / leg(ionis) VII C(laudiae) P(iae) F(idelis) / C(aius) Clodius Felix / lib(ertus) / IIIIIIvir Aug(ustalis)","------] / signifer / leg(ionis) VII C(laudiae) p(iae) f(idelis) / C(aius) Clodius Felix / lib(ertus) / IIIIIIvir Aug(ustalis)","signifer legionis VII Claudiae piae fidelis Caius Clodius Felix libertus IIIIII vir Augustalis","epitaph","base","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","liberti/libertae, milites, seviri Augustales, tria nomina, viri",43.5384,16.4743
"136",798,468753,"EDCS-28300038","HD054440",60,70,"M(arcus) Elvadius Mac<er=RF>(?) / eq(ues) alae Claudiae Novae / dom(o) Cugernus ann(orum) XXX stip(endiorum) XII / t(estamento) f(ieri) i(ussit) / Ti(berius) Claudius Aurelius / her(es) pos(uit)","Melvadius Macri f(ilius) / eq(ues) alae Claudiae novae / dom(o) Cugernus ann(orum) XXX stipen(diorum) XII / t(estamento) f(ieri) i(ussit) / Ti(berius) Claudius Aurelius / her(es) pos(uit)","Melvadius Macri filius eques alae Claudiae novae domo Cugernus annorum XXX stipendiorum XII testamento fieri iussit Tiberius Claudius Aurelius heres posuit","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, tria nomina, viri",43.6139,16.689
"137",1095,469056,"EDCS-10100873","HD034246",1,71,"]SCA[3] / miles c[oh(ortis) I] / Bracarau[gustano]/rum an(norum) X[3] / h(ic) s(itus) e(st) / Cambi[3] / h(eres) p(osuit)","------]sca[---] / miles c[oh(ortis) I] / Bracarau[gustano]/rum an(norum) X[---] / h(ic) s(itus) e(st) / Cambi[---] / h(eres) p(osuit)","sca miles cohortis I Bracaraugustanorum annorum X hic situs est Cambi heres posuit","epitaph","NULL","Dalmatia","Dalmatia","Hardomilje / Bigeste","Bigeste","Ljubuški","milites, viri",43.1818,17.5271
"138",1227,469194,"EDCS-10000853","HD034390",1,71,"Baccus Staumi / f(ilius) Fab(ia) domo / Brixia miles / coh(ortis) Monta/norum ann(orum) XXVI stip(endiorum) IIII / h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit)","Buccus Staumi / f(ilius) Fab(ia) domo / Brixia miles / coh(ortis) Monta/norum ann(orum) / XXVI stip(endiorum) IIII / h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit)","Buccus Staumi filius Fabia domo Brixia miles cohortis Montanorum annorum XXVI stipendiorum IIII hic situs est testamento fieri iussit","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, nomen singulare, viri",44.0317,15.9936
"139",2555,470562,"EDCS-10000768","HD034202",41,74,"]q[3 equ]es alae / [novae] Cla(udiae) dupli/[car(ius)] annor(um) XL / [stip(endiorum)] XXII h(ic) s(itus) est / [Ti(berius) C]laud(ius) Sabi/[nin]us decurio / [he]res pos(u)it t(testamento) f(ieri) i(ussit)","------?] / [---]Q[---] / [--- equ]es alae / [novae] Cla(udiae) dupli/[car(ius)] annor(um) XL / [stip(endiorum)] XXII h(ic) s(itus) est / [Ti(berius) C]laud(ius) Sabi/[nin]us decurio / [he]res pos(u)it t(estamento) f(ieri) i(ussit)","Q eques alae novae Claudiae duplicarius annorum XL stipendiorum XXII hic situs est Tiberius Claudius Sabininus decurio heres posuit testamento fieri iussit","epitaph","tabula","Dalmatia","Dalmatia","Ruzic / Balijna Glavica / Municipium Magnum","Municipium Magnum","Drniš - Ružić, zwischen","milites, tria nomina, viri",43.8047,16.2988
"140",89,468016,"EDCS-32300071","HD052240",69,79,"[T(itus) F]lavius / [3]ditanus / [civ(itate?) d]on(atus) ab / [Imp(eratore)] Vespasiano / Ca[e]sare Aug(usto) / pra[e]positu[s] / et p[rin]cep[s] / Iapo[d]um / [v(otum) s(olvit) l(ibens) m(erito)]","[T(itus) F]lavius / [---]ditanus / [civ(itate?) d]on(atus) ab / [Imp(eratore)] Vespasiano / Ca[e]sare Aug(usto) / pra[e]positu[s] / et p[rin]cep[s] / Iapo[d]um / [v(otum) s(olvit) l(ibens) m(erito)]","Titus Flavius ditanus civitate donatus ab Imperatore Vespasiano Caesare Augusto praepositus et princeps Iapodum votum solvit libens merito","votive inscription","altar","Dalmatia","Dalmatia","Bihac / Raetinium","Raetinium","Bihać","Augusti/Augustae, milites, ordo decurionum, tria nomina, viri",44.7885,15.9292
"141",6864,475336,"EDCS-09800270","HD000701",70,79,"C(aius) Petillius Firm[us] / trib(unus) mil(itum) leg(ionis) IIII F(laviae) [F(elicis)] / ex auctoritate / Imp(eratoris) Vespasian[i] / iudex datus a [L(ucio?)] / [Plo]tio Pegaso l[eg(ato) pr(o) pr(aetore)] / [Imp(eratoris)] Vespasian[i Aug(usti)] / [terminos posuit inter","C(aius) Petillius Firm[us] / trib(unus) mil(itum) leg(ionis) IIII F(laviae) [f(elicis)] / ex auctoritate / Imp(eratoris) Vespasian[i] / iudex datus a [L(ucio)?] / [Plo?]/tio Pegaso l[eg(ato) pr(o) pr(aetore)] / [Imp(eratoris)] Vespasian[i Aug(usti)] / [------","Caius Petillius Firmus tribunus militum legionis IIII Flaviae felicis ex auctoritate Imperatoris Vespasiani iudex datus a Lucio Plotio Pegaso legato pro praetore Imperatoris Vespasiani Augusti","boundary inscription","tabula","Dalmatia","Dalmatia","Zadar / Iader","Iader","Zadar","Augusti/Augustae, ordo equester, ordo senatorius, tria nomina, viri",43.9393,15.4483
"142",2751,470763,"EDCS-55701984","HD065346",51,80,"C(aius) Iulius Mara / veter(anus) coh(ortis) II / Cyrrhestar(um) ann(orum) XC / dom(o) Berea t(estamento) f(ieri) i(ussit) / Magnus lib(ertus) idemque / heres posuit","C(aius) Iulius Mara / veter(anus) coh(ortis) II / Cyrrhestar(um) ann(orum) XC / dom(o) Ber(o)ea t(estamento) f(ieri) i(ussit) / Magnus lib(ertus) idemque / heres posuit","Caius Iulius Mara veteranus cohortis II Cyrrhestarum annorum XC domo Beroea testamento fieri iussit Magnus libertus idem que heres posuit","epitaph","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","liberti/libertae, milites, nomen singulare, tria nomina, viri",43.5384,16.4743
"143",1229,469196,"EDCS-10000855","HD011485",70,80,"Imerix Servofr/edi f(ilius) Batav<u=O>s / eq(ues) ala / Hispano(rum) / [a]nnor(um) XXVIII / stip(endiorum) VIII / [h(ic)] s(itus) e(st)","Imerix Servofr/edi f(ilius) Batavos(!) / eq(ues) ala(e) / Hispano/[rum I] / [a]nnor(um) XXVIII / stip(endiorum) VIII / [h(ic)] s(itus) e(st) // [---]azicico / [---] et Apulo / [---]co Aetoris f(ilio) / [he?]res","Imerix Servofredi filius Batavos eques alae Hispanorum I annorum XXVIII stipendiorum VIII hic situs est azicico et Apulo co Aetoris filio heres","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, nomen singulare, viri",44.0317,15.9936
"144",1361,469331,"EDCS-55701992","HD067380",71,80,"|(Centuria) Pompei","|(centuria) Pompei","centuria Pompei","owner/artist inscription","architectural member","Dalmatia","Dalmatia","Karlovac / Karlstadt / Burnum","Burnum","Kistanje","milites, nomen singulare",44.0317,15.9936
"145",1546,469525,"EDCS-10000662","HD033908",80,83,"L(ucius) Funisulanus Veto/nianus leg(atus) pr(o) pr[aet(ore)] / [po]ntem et terminos [re]/novari ius(s)it per / T(itum) Cas(s)ium Frontonem / o(ptionem) leg(ionis) IIII F(laviae) F(elicis) in / [fun]do Vesiio(!) C / S() C() D() L() V()","L(ucius) Funisulanus Vet(t)o/nianus leg(atus) pr(o) pr[aet(ore)] / [po]ntem et terminos [re]/novari ius(s)it per / T(itum) Cas(s)ium Frontonem / o(ptionem) leg(ionis) IIII F(laviae) f(elicis) in / [fun]do Vesi{i}o C(---)N(?) / O(?)SC D(---) L(---) V(---)","Lucius Funisulanus Vettonianus legatus pro praetore pontem et terminos renovari iussit per Titum Cassium Frontonem optionem legionis IIII Flaviae felicis in fundo Vesiio C N OSC D L V","boundary inscription","cliff","Dalmatia","Dalmatia","Kosijerevo","NULL","Nikšić","milites, ordo senatorius, tria nomina, viri",42.7968403,18.4606607
"146",1207,469174,"EDCS-32700570","HD061336",69,86,"P(ublio) Carsidi/o P(ubli) f(ilio) Gal(eria) / Calvo Lug(u)d(unensi) / aquilifero / leg(ionis) IIII F(laviae) F(irmae) ann(orum) / XLI stip(endiorum) XIIX / h(ic) s(itus) e(st)","P(ublio) Carsidi/o P(ubli) f(ilio) Gal(eria) / Calvo Lugd(uno) / aquilifero / leg(ionis) IIII F(laviae) f(elicis) ann{n}(orum) / XLI stip(endiorum) XIIX / h(ic) s(itus) e(st)","Publio Carsidio Publi filio Galeria Calvo Lugduno aquilifero legionis IIII Flaviae felicis annnorum XLI stipendiorum XIIX hic situs est","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936
"147",66,467993,"EDCS-20601180","HD039826",70,86,"Leg(ionis) IIII F(laviae) [F(elicis)]","Leg(ionis) IIII F(laviae) [f(elicis)]","Legionis IIII Flaviae felicis","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","NULL","Ljubuški","milites",43.182222,17.528889
"148",69,467996,"EDCS-20601183","HD039842",70,86,"[L]eg(ionis) IIII F(laviae) F(elicis)","[L]eg(ionis) IIII F(laviae) f(elicis)","Legionis IIII Flaviae felicis","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites",43.1818,17.5271
"149",1214,469181,"EDCS-04600017","HD039874",70,86,"Q(uinto) Iulio An[i(ensi)] / Felici mil(iti) / [l]eg(ionis) IIII F(laviae) F(elicis) / [an]n(orum) X[L] sti(pendiorum) XIIX / [t(estamento)] f(ieri) i(ussit) / [Q(uintus) Iuli]us Se[verus(?)]","Q(uinto) Iu(l)io Ar(nensi) / Felici mil(iti) / leg(ionis) IIII F(laviae) F(elicis) / ann(orum) XL sti(pendiorum) XIIX / t(estamento) f(ieri) i(ussit) / [Q(uintus)?] Iulius Caesa[rus?]","Quinto Iulio Arnensi Felici militi legionis IIII Flaviae Felicis annorum XL stipendiorum XIIX testamento fieri iussit Quintus Iulius Caesarus","epitaph","stele","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936
"150",6609,475078,"EDCS-14800173","HD039868",70,86,"Leg(ionis) IIII [F(laviae) F(elicis)]","Leg(ionis) IIII [F(laviae) f(elicis)]","Legionis IIII Flaviae felicis","owner/artist inscription","tile","Dalmatia","Dalmatia","Vojnic Sinjski / Tilurium","Tilurium","Trilj","milites",43.6139,16.689
