"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","inscription","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude","count"
"360",421,468365,"EDCS-28300067","HD061947",1,50,"] / C[o]rnel[i // ]LV[3] / [3]NA I[ // ]lit[ // ]AI[3] / [3]tis[","[---]C(?)[---] / [------ // [--- Co]rnel[i---] / [------ // ------] / [---]L(?)V[---] / [---]NA M(?)[---] / [------? // ------]LIT[------ // ------] / [---]A(?)I(?)[---] / [---]TIS[---] / [------","C Corneli LV NA M LIT AI TIS",NA,NA,NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj",NA,43.7423,16.6547,1
"361",422,468366,"EDCS-30800085","HD056525",201,300,"I SNN[3]esuso coniu[g]i inco<m=N>para(bili) / D(is) M(anibus) Victorin(a)e Ann(a)e / bene merenti pr(a)ecepto / dom(i)nico actum mise/ram parentes perd<i=E>de/runt annis trigi<n=T>ta","Isante Suro coniugi inconparab(ili)(!) / D(is) M(anibus) Victorin(a)e Ann(a)e / bene merenti pr(a)ecepto / dom(i)nico factum mise/ram parentes perded[e]/runt(!) annis trigi&lt;n=T&gt;t[a] ","Isante Suro coniugi inconparabili Dis Manibus Victorinae Annae bene merenti praecepto dominico factum miseram parentes perdederunt annis trigi lt n gt ta","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum",NA,"Čitluk","mulieres, tria nomina, viri",43.7425382,16.6534966,1
"362",424,468368,"EDCS-30100416","HD061975",171,300,"Iun(oni) / Aurel(ius) Ne/pos ob ho(no)r(em) / du(u)mv<i=E>r(atus) / Firmi et / Maximi fi/lior(um) / vo(tum) p(ater?) l(ibens) s(olvit)","Iun(oni) // Aurel(ius) Ne/pos ob ho(no)r(em) / du(u)mver(atus)(!) / Firmi et / Maximi fi/lior(um) / vo(tum) p(ater?) l(ibens) s(olvit)","Iunoni Aurelius Nepos ob honorem duumveratus Firmi et Maximi filiorum votum pater libens solvit","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","nomen singulare, ordo decurionum, tria nomina, viri",43.7423,16.6547,1
"363",425,468369,"EDCS-30100417","HD061974",1,300,"]i Aug(usto?) [","[---]i Aug(ust-) [---] / [------","i August",NA,NA,NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","Augusti/Augustae",43.7423,16.6547,1
"364",426,468370,"EDCS-30100418","HD061973",151,300,"Libero Pa[tri] / sacrum / T(itus) Eutimus / Gabalus v(otum) s(olvit) l(ibens)","Libero Pa[tri] / sacrum / T(itius?) Eut(h)imus(!) / Gabalus v(otum) s(olvit) l(ibens)","Libero Patri sacrum Titius Euthimus Gabalus votum solvit libens","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","tria nomina, viri",43.7423,16.6547,1
"365",427,468372,"EDCS-30100420","HD053388",1,300,"[Nymphi]s et Silvano // [Di]anae [ius]su l(ibens) p(osuit)","[Nymphi]s et Silvano // [---]V(?)ANEC(?)[-]S v(oto) l(ibens) f(ecit)","Nymphis et Silvano VANEC S voto libens fecit","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj",NA,43.7423,16.6547,1
"366",428,468373,"EDCS-30100421","HD061971",151,300,"Triviis / sac(rum) / Titia Elpis / v(oto) l(ibens) p(osuit)","Trivii[s] / sac(rum) / Titia Elp[is] / v(otum) l(ibens) p(osuit)","Triviis sacrum Titia Elpis votum libens posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina",43.7423,16.6547,1
"367",429,468374,"EDCS-30100422","HD061970",1,150,"[Veneri] / [Ge]netrici / [3]CL[3] / [3]M[3] / Cn(aei) f(ilius?) [3] / [d]omo [3]/N in [3] / [Ae]quitat(is?) [3] / [3]I ex [","[Veneri?] / [Ge]netrici / [--]CL[---] / [---]M[---] / Cn(aei) f(ilius) [---] / [d]omo [---] / N in [---] / [-]quitat(---) [---] / [---]I ex [viso?] / [------?","Veneri Genetrici CL M Cnaei filius domo N in quitat I ex viso","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","viri",43.7423,16.6547,1
"368",430,468375,"EDCS-30100423","HD061967",151,300,"L(ucius) Eburnus Tatianus / vot(um) sol(vit)","L(ucius) Eburnus(?) Tatianus / vot(um) sol(vit)","Lucius Eburnus Tatianus votum solvit","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","tria nomina, viri",43.7423,16.6547,1
"369",433,468378,"EDCS-30100426","HD061961",1,150,"Burrius Betuloni / f(ilius) Trebocus miles / c(o)ho(rtis) Aquitanorum / annorum LV / stip(endiorum) XXIX / h(ic) s(itus) e(st) / heres posuit","Burrius Betuloni / f(ilius) Trebocus miles / c(o)ho(rtis) Aquitanorum / annorum LV / stip(endiorum) XXIX / h(ic) s(itus) e(st) / heres posuit","Burrius Betuloni filius Trebocus miles cohortis Aquitanorum annorum LV stipendiorum XXIX hic situs est heres posuit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","milites, nomen singulare, viri",43.7423,16.6547,1
"370",434,468379,"EDCS-30100427","HD061959",42,150,"M(arcus) Varenus / M(arci) f(ilius) Vol(tinia) Valens ve/ter(anus) leg(ionis) VII C(laudiae) P(iae) F(idelis) t(estamento) f(ieri) i(ussit) / arbitratu M(arci) Vare/ni Secundi liberti idem/que heredis","M(arcus) Varenus / M(arci) f(ilius) Vol(tinia) Valens ve/ter(anus) leg(ionis) VII C(laudiae) p(iae) f(idelis) t(estamento) f(ieri) i(ussit) / arbitratu M(arci) Vare/ni Secundi liberti idem/que heredis","Marcus Varenus Marci filius Voltinia Valens veteranus legionis VII Claudiae piae fidelis testamento fieri iussit arbitratu Marci Vareni Secundi liberti idem que heredis","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","liberti/libertae, milites, tria nomina, viri",43.7423,16.6547,1
"371",435,468380,"EDCS-30100428","HD061958",1,300,"] / leg(ionis) [3] / PAT[","------] / LEG[---] / PAT[---]","LEG PAT",NA,NA,NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","milites, viri",43.7423,16.6547,1
"372",436,468381,"EDCS-30100429","HD061957",151,300,"] / IIviro de[sig]/nato Calpu[r]/nia Crispina m[a]rito pientissim[o","------] / IIviro de[sig]/nato Calpu[r]/nia Crispina m[a]/rito pientissim[o]","II viro designato Calpurnia Crispina marito pientissimo","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","mulieres, ordo decurionum, tria nomina, viri",43.7423,16.6547,1
"373",437,468382,"EDCS-30100430","HD061956",151,300,"D(is) M(anibus) / Iulius / Valeria/nus ha/ruspex viv/us sibi po/suit","D(is) M(anibus) // Iulius / Valeria/nus ha/ruspex vi/(v)us sibi po/suit","Dis Manibus Iulius Valerianus haruspex vivus sibi posuit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","sacerdotes pagani, tria nomina, viri",43.7423,16.6547,1
"374",443,468388,"EDCS-30200125","HD061949",171,300,"] / d(e)f(uncta) an(norum) / Aemilius / Secundi/nus mar(itus) / qui vixit / cum {a}ea / an(nos) XXX / con<t=I>ra ip/[sius votum posuit","------] / d(e)f(uncta) an(norum) / Aemilius / Secundi/nus mar(itus) / qui vixit / cum aea(!) / an(nos) XXX / CONI(?)R(?)A IP / [------","defuncta annorum Aemilius Secundinus maritus qui vixit cum aea annos XXX CONIRA IP","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri",43.7423,16.6547,1
"375",444,468389,"EDCS-30200126","HD061948",41,100,"C(aio) Corn]elio Cl(audia) [3]/no Cornelia [3] / [p]atrono t(estamento) f(ieri) i(ussit) Corneli[3] / [3] Verecundus Pudens [3] / [lib(erti)] et hered(es) P(ubli) Quinti Liciniani [3] / [hi]c testamento reliquit col(oniae) C(laudiae) [Aeq(uitanis)] / [H]S n(ummum) LX(milia) e[x c]uius reditu [quotannis","[- Corn]elio Cl(audia) [---]/no Cornelia [---] / [--- p]atrono t(estamento) f(ieri) i(ussit) Corneli(i) [---] / [---] Verecundus Pudens [---] / [lib(erti)] et hered(es) P(ubli) Quinti Liciniani [---] / [ho?]c testamento reliquit col(oniae) C(laudiae) [Aeq(uensium)] / [H]S n(ummum) LX(milia) e[x c]uius reditu [---] / [------","Cornelio Claudia no Cornelia patrono testamento fieri iussit Cornelii Verecundus Pudens liberti et heredes Publi Quinti Liciniani hoc testamento reliquit coloniae Claudiae Aequensium HS nummum LXmilia ex cuius reditu","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","liberti/libertae, mulieres, tria nomina, viri",43.7423,16.6547,1
"376",445,468390,"EDCS-30200127","HD061944",201,300,"D(is) M(anibus) / D(ieus) U(rsus) / Neven(a)e / Salvi(a)e / def(unctae) ann(orum) / XXXII Di/eus Ur/sus co/niugi / piiss(imae) pos(uit)","D(is) M(anibus) // D(---) V(---) / N(a)even(a)e / Salvi(a)e / def(unctae) ann(orum) / XXXII Di/eus(?) Ur/sus co/niugi / piiss(imae) pos(uit)","Dis Manibus D V Naevenae Salviae defunctae annorum XXXII Dieus Ursus coniugi piissimae posuit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri",43.7423,16.6547,1
"377",446,468391,"EDCS-30200128","HD061942",1,200,"] l(ocus) a(dsignatus) [a] / L(ucio) I(ulio) C[","------] / [---]L A[---] / [---] L I(---) C[---] / [------","L A L I C",NA,NA,NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","tria nomina, viri",43.7423,16.6547,1
"378",447,468392,"EDCS-30200129","HD061941",1,600,"] Iul[io(?)","------]IVL[------","IVL",NA,NA,NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj",NA,43.7423,16.6547,1
"379",448,468393,"EDCS-30200130","HD061940",1,300,"PNI[3] / M[3]XV / F[3]MAR / E[3]LI / [","PNI[---] / M[---]XV / F[---]MAR / E[---]LI / [------]","PNI M XV F MAR E LI",NA,NA,NA,"Dalmatia","Dalmatia","Citluk / Aequum","Tilurium","Trilj",NA,43.6139,16.689,1
"380",449,468394,"EDCS-30200131","HD061939",1,100,"Cn(aeo) Seccio Aucto Cn(aeo) [Seccio] / Felici Cn(aeo) Seccio Crescenti Cn(aeo) [Seccio] / Diadumeno Cn(aeo) Seccio Mysti Seccia [","Cn(aeo) Seccio Aucto Cn(aeo) [Seccio] / Felici Cn(aeo) Seccio Crescenti Cn(aeo) [Seccio] / Diadumeno Cn(aeo) Seccio Mysti Seccia[e ---]","Cnaeo Seccio Aucto Cnaeo Seccio Felici Cnaeo Seccio Crescenti Cnaeo Seccio Diadumeno Cnaeo Seccio Mysti Secciae","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri",43.7423,16.6547,1
"381",450,468395,"EDCS-30200132","HD061938",1,150,"pa]/tronis Sec/cia Silvia li/berta","------] / [--- pa]/tronis Sec/cia Silvia li/berta","patronis Seccia Silvia liberta","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","liberti/libertae, mulieres, tria nomina",43.7423,16.6547,1
"382",451,468396,"EDCS-30200133","HD061937",151,300,"D(is) M(anibus) / Secundino / iuveni infe/licissimo q/ui vixit an(nos) XXVII / <V=I>i<t=I>alini so/[rori ei]us p(osuit) T/[ // ]N vi[xit] / an(nos) XVIIII par(entes) / pos(uerunt) p(ro) p(ietate)","D(is) M(anibus) // Secundino / iuveni infe/licissimo q/ui vixit an(nos) XXVII / [V]i&lt;t=I&gt;alini(?) so/[rori ei]us p(osuit) T/[------ // ------] / [---]N vi[xit] / an(nos) XVIIII par(entes) / pos(uerunt) p(ro) p(ietate) ","Dis Manibus Secundino iuveni infelicissimo qui vixit annos XXVII Vi lt t gt alini sorori eius posuit T N vixit annos XVIIII parentes posuerunt pro pietate","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, nomen singulare, viri",43.7423,16.6547,1
"383",452,468397,"EDCS-30200134","HD061936",151,300,"D(is) M(anibus) / Vivius M(aximus?) / Vivia(e) Pri(mae?) / Maximi / f(iliae) a(nnorum) XII inf(elicissimae)","D(is) M(anibus) / Vivius M(aximus) / Vivia(e) Pri(mae) / Maximi / f(iliae) a(nnorum) XII inf(elicissimae)","Dis Manibus Vivius Maximus Viviae Primae Maximi filiae annorum XII infelicissimae","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj, bei","mulieres, nomen singulare, tria nomina, viri",43.7423,16.6547,1
"384",453,468398,"EDCS-30200135","HD061930",1,600,"]IIA[3] / [3]LIV[3] / [3]DO[3] / [3]TI[ // ]EOR[ // ]C AIC[ // ]AEI[3] / [3]VDI[ // ]V[","------] / [---]IIA[---] / [---]LIV[---] / [---]DO[---] / [---]T(?)I[---] / [------ //","IIA LIV DO TI",NA,NA,NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj",NA,43.7423,16.6547,1
"385",454,468399,"EDCS-31400246","HD058362",151,250,"Ael(iae) P(ubli) f(iliae) Procil/lae sanctissimae / feminae / C(aius) Satinius Severus / maritus ex volun/ta[t]e ipsius / Procillae","Ael(iae) P(ubli) f(iliae) Procil/lae sanctissimae / feminae / C(aius) Safinius Severus / maritus ex volun/ta&lt;t&gt;e ipsius / Procillae","Aeliae Publi filiae Procillae sanctissimae feminae Caius Safinius Severus maritus ex volunta lt t gt e ipsius Procillae","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum",NA,"Čitluk","mulieres, nomen singulare, tria nomina, viri",43.7425382,16.6534966,1
"386",455,468400,"EDCS-31400278","HD064082",1,300,"[I(ovi)] O(ptimo) M(aximo) s(acrum)","[I(ovi)] O(ptimo) M(aximo) s(acrum)","Iovi Optimo Maximo sacrum","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace",NA,43.7423,16.6547,1
"387",456,468402,"EDCS-31400280","HD064084",1,378,"]eq() Fl[3] / [3]ria ase[3] / [3] meoru[m","------]eq(---) Fl[---] / [---]ria ASE[---] / [---] meoru[m ------","eq Fl ria ASE meorum","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj",NA,43.7423,16.6547,1
"388",457,468403,"EDCS-31400282","HD064086",1,200,"] / MN[3]C c[o]/niugi viv(u)s fecit V","------?] / IDID[---]/ur et sibi &lt;et=B&gt; sui[s] / v(i)v(us)(?) ","IDID ur et sibi lt et gt suis vivus","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","mulieres, viri",43.7423,16.6547,1
"389",458,468404,"EDCS-31400281","HD064085",1,200,"IDID[3]/ur et sibi <et=B> sui[s]","------]MN[---] C(---) C(---) [---?] / [con]iugi viv(u)s fecit V[------","MN C C coniugi vivus fecit V","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace",NA,43.7423,16.6547,1
"390",459,468405,"EDCS-31400283","HD064087",1,200,"] sibi et suis posuit","------] sibi et suis posuit","sibi et suis posuit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace",NA,43.7423,16.6547,1
"391",460,468406,"EDCS-32700499","HD060574",1,300,"]SV / [6] / [3 Lo]nginus / [tabularius(?)] D<a=E>lm(atiae?) / [tabulari]us(?) stat(ionis?) / [3]io / [3]PAR / [3]P / [","------]SV / [------?] / [--- Lo]nginus / [tabul(arius)?] Delm(atiae)(!) / [tabulari?]us stat(ionis?) / [---]io / [---]PAR / [---]P / [------","SV Longinus tabularius Delmatiae tabularius stationis io PAR P",NA,NA,NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","officium/professio, viri",43.7423,16.6547,1
"392",461,468407,"EDCS-32700500","HD028366",42,100,"C(aius) Octavius / C(ai) f(ilius) Fabia Vital[i]s / domo Brixiae / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st) / testamento f(ieri) i(ussit) / arbitratu Octavi/ae Secundaes(!) lib(ertae) / suae","C(aius) Octavius / C(ai) f(ilius) Fabia Vital[i]s / domo Brixiae(!) / vet(eranus) leg(ionis) VII C(laudiae) p(iae) f(idelis) / h(ic) s(itus) e(st) / testamento f(ieri) i(ussit) / arbitratu Octavi/ae Secundaes(!) lib(ertae) / suae","Caius Octavius Cai filius Fabia Vitalis domo Brixiae veteranus legionis VII Claudiae piae fidelis hic situs est testamento fieri iussit arbitratu Octaviae Secundaes libertae suae","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","liberti/libertae, milites, mulieres, tria nomina, viri",43.7423,16.6547,1
"393",462,468408,"EDCS-32700501","HD057976",1,150,"Alfia L(uci) f(ilia) Valentina / v(iva) f(ecit) sibi et L(ucio) Alfio / Valenti patri et Raiae / Marcellae matri optim(ae) / et L(ucio) Alfio Valentino fra(tri) / posterisque suis","Alfia L(uci) f(ilia) Valentina / v(iva) f(ecit) sibi et L(ucio) Alfio / Valenti patri et Raiae / Marcellae matri optim(ae) / et L(ucio) Alfio Valentino fra(tri) / posterisque suis","Alfia Luci filia Valentina viva fecit sibi et Lucio Alfio Valenti patri et Raiae Marcellae matri optimae et Lucio Alfio Valentino fratri posteris que suis","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri",43.7423,16.6547,1
"394",463,468409,"EDCS-32700502","HD060573",1,300,"Carita[s] / collib(erto) / b(ene) m(erenti)","------] / Carita[s] / collib(erto) / b(ene) m(erenti)","Caritas colliberto bene merenti","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","liberti/libertae, mulieres, nomen singulare",43.7423,16.6547,1
"395",464,468410,"EDCS-32700503","HD060572",1,300,"]LA[3] / D Paulina / fili(a)e dul/cissim(a)e / anni uni(us) / m(ensium) XI","------] / D(---?) Paulina / fili(a)e dul/cissim(a)e / anni uni(us) / m(ensium) XI","D Paulina filiae dulcissimae anni unius mensium XI","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres",43.7423,16.6547,1
"396",466,468412,"EDCS-10000245","HD033100",201,300,"Dasanti[l]/[l](a)e / Camina/ri(a)e def(unctae) an(norum) / IIII [3]a / [","------](?) / Dasanti[l]/l(a)e / Camina/ri(a)e def(unctae) an(norum) / IIII [---]A / [------","Dasantillae Caminariae defunctae annorum IIII A","epitaph","epitaph","altar","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina",43.7423,16.6547,1
"397",467,468413,"EDCS-10000749","HD034185",251,330,"Dianae Aug(ustae) sac(rum) / P(ublius) Marronius / Maximianus / vot(um) lib(ens) pos(uit)","Dianae Aug(ustae) sac(rum) / P(ublius) Marronius / Maximianus / vot(um) lib(ens) pos(uit)","Dianae Augustae sacrum Publius Marronius Maximianus votum libens posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","tria nomina, viri",43.7423,16.6547,1
"398",469,468415,"EDCS-10000751","HD034187",151,300,"D(is) M(anibus) / T(ito) Naevieno / Senecae dec(urioni) / aed(ilicio) IIvir(alicio) col(oniae) / Aequensium / defuncto / ann(orum) XXXXV / Seccia Puden/tilla marito / rarissimo et Na/vieni Seneca et / Pudentilla f[i]l[ii] / patri optim[o]","D(is) M(anibus) / T(ito) Naevieno / Senecae dec(urioni) / aed(ili) IIvir(o) col(oniae) / Aequensium / defuncto / ann(orum) XXXXV / Seccia Puden/tilla marito / rarissimo et Na[e]/vieni Seneca et / Pudentilla f[i]l[ii] / patri optim[o]","Dis Manibus Tito Naevieno Senecae decurioni aedili II viro coloniae Aequensium defuncto annorum XXXXV Seccia Pudentilla marito rarissimo et Naevieni Seneca et Pudentilla filii patri optimo","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, ordo decurionum, tria nomina, viri",43.7423,16.6547,1
"399",470,468416,"EDCS-10000752","HD034188",101,300,"D(is) M(anibus) / L(ucio) Apuleio / Apulei f(ilio) / [P]roculo / [3] Rufo / [","D(is) M(anibus) / L(ucio) Apuleio / Apulei f(ilio) / [P]roculo / [---] Rufo / [------","Dis Manibus Lucio Apuleio Apulei filio Proculo Rufo","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","nomen singulare, tria nomina, viri",43.7423,16.6547,1
"400",471,468417,"EDCS-10000753","HD010876",51,100,"Caecilia / Procula / t(estamento) f(ieri) i(ussit) sibi et / Ti(berio) Cl(audio) Syrioni / coniugi b(ene) m(erenti) / L(ucius) Caecilius / Onesimus h(eres) / pon{d}end<u=A>m / curavit","Caecilia / Procula / t(estamento) f(ieri) i(ussit) sibi et / Ti(berio) Cl(audio) Syrioni / coniugi b(ene) m(erenti) / L(ucius) Caecilius / Onesimus h(eres) / ponendum / curavit","Caecilia Procula testamento fieri iussit sibi et Tiberio Claudio Syrioni coniugi bene merenti Lucius Caecilius Onesimus heres ponendum curavit","epitaph","epitaph","cippus","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri",43.7423,16.6547,1
"401",472,468418,"EDCS-10000754","HD034189",101,150,"Di{i}s / Manibus / sac(rum) / L(uci) Tetti Luculli","Diis / Manibus / sac(rum) / L(uci) Tetti Luculli","Diis Manibus sacrum Luci Tetti Luculli","epitaph","epitaph","altar","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","tria nomina, viri",43.7423,16.6547,1
"402",473,468419,"EDCS-10000755","HD034190",151,300,"D(is) M(anibus) / Sabba/tiae de/[f]unct(a)e / [an]n(orum) II m(ensium) / [","D(is) M(anibus) / Sabba/tiae de/[f]unct(a)e / [an]n(orum) II m(ensium) / [------","Dis Manibus Sabbatiae defunctae annorum II mensium","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, nomen singulare",43.7423,16.6547,1
"403",474,468420,"EDCS-10000756","HD034191",151,300,"[D(is)] M(anibus) / [3]riae Titiae / [3] an(nos) XXX / [3]tia Spe/[rata","[D(is)] M(anibus) / [---]riae Titiae / [---] an(nos) XXX / [---]tia Spe/[rata? ------","Dis Manibus riae Titiae annos XXX tia Sperata","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina",43.7423,16.6547,1
"404",475,468421,"EDCS-10000757","HD034192",151,300,"[D(is)] M(anibus) / [3]io Atroci / [3]a Prima / [","[D(is)] M(anibus) / [---]io Atroci / [---]a Prima / [------","Dis Manibus io Atroci a Prima","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina, viri",43.7423,16.6547,1
"405",477,468423,"EDCS-10000759","HD034194",51,300,"Octavia / Fortun/[a]ta Ve/[n]eri / [v(otum)] s(olvit) l(ibens) m(erito)","Octavia / [F]ortun/[a]ta Ve/[n]eri / [v(otum)] s(olvit) l(ibens) m(erito)","Octavia Fortunata Veneri votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj","mulieres, tria nomina",43.7423,16.6547,1
"406",478,468424,"EDCS-10000760","HD034195",42,100,"M(arco) Caecilio / Saturni/no vet(erano) leg(ionis) XI / C(laudiae) P(iae) F(idelis) et / Viriae P(ubli) l(ibertae) / uxori [","M(arco) Caecilio / Saturni/no vet(erano) leg(ionis) XI / C(laudiae) p(iae) f(idelis) et / Viriae P(ubli) l(ibertae) / uxori [--] / [------","Marco Caecilio Saturnino veterano legionis XI Claudiae piae fidelis et Viriae Publi libertae uxori","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Citluk / Aequum",NA,"Otok","liberti/libertae, milites, mulieres, praenomen et nomen, tria nomina, viri",43.7425382,16.6534966,1
"407",479,468425,"EDCS-10000761","HD034196",151,300,"D(is) M(anibus) / Naeviae / Placidae / coniugi / inco<m=N>para/[bili 3]imae / [3]fe / [","D(is) M(anibus) / Naeviae / Placidae / coniugi / inconpara/[bili! ---]imae / [---]I(?)I(?)E / [------","Dis Manibus Naeviae Placidae coniugi inconparabili imae IIE","epitaph","epitaph","stele","Dalmatia","Dalmatia","Citluk / Aequum","Decimin","Dicmo","mulieres, tria nomina, viri",43.7425382,16.6534966,1
"408",481,468427,"EDCS-10000763","HD034198",151,300,"] / Aur(elius) Gavi[3] / pro salut[e","------] / Aur(elius) Gavi[us? ---] / pro salut[e ---] / [------","Aurelius Gavius pro salute","votive inscription","votive inscription","tabula","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","tria nomina, viri",43.7423,16.6547,1
"409",482,468428,"EDCS-10000764","HD034199",1,600,"]serp / [","[---]SERP / [------","SERP",NA,NA,"tabula","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace",NA,43.7423,16.6547,1
"410",483,468429,"EDCS-10000765","HD020002",151,300,"Neptun(o) / Andab() / [A]e[l(ius)] Maxim(us) / Classici/anus / v(otum) s(olvit)","Neptun(o) / Andab(atensi?) / [A]e[l(ius)] Maxim(us) / Classici/anus / v(otum) s(olvit)","Neptuno Andabatensi Aelius Maximus Classicianus votum solvit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Citluk / Aequum",NA,"Vrlika","tria nomina, viri",43.7425382,16.6534966,1
"411",484,468430,"EDCS-10000766","HD034200",151,300,"Bu[3]/uc[3]/cte ann(orum) XXXX / Paicus marit(us)","Bu[---]/VC(?)[-- defun?]/ct(a?)e ann(orum) XXXX / Paicus marit(us) / f(ecit)(?)","Bu VC defunctae annorum XXXX Paicus maritus fecit","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Hrvace","mulieres, nomen singulare, viri",43.7423,16.6547,1
"412",485,468431,"EDCS-10000767","HD034201",1,100,"] vilicus / [3 ex] voto","[------](?) // [---] vilicus / [--- ex] voto","vilicus ex voto","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Citluk / Aequum","Aequum","Sinj, bei","officium/professio, viri",43.7423,16.6547,1
"413",486,468432,"EDCS-10101963","HD035316",1,150,"] / Servi[3] / C(ai) l(ibertus) Fus[3] / p(osuit) v(oto) [s(oluto)]","------] / Servi[---] / C(ai) l(ibertus) Fus[---] / p(osuit) v(oto) [s(oluto)]","Servi Cai libertus Fus posuit voto soluto","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Cres / Crexa","Apsorus","Mali Lošinj","liberti/libertae, tria nomina, viri",44.693,14.3919,1
