"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","inscription","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude","count"
"132",826,468781,"EDCS-30100414","HD058867",1,600,"LV[3]IS / EIA[3]VI / EM[","------] / L(---) V[---] / EIA[---] / EM[---] / [------ // ------] / [---]IS[---] / [---]VI[---] / [------","L V EIA EM IS VI",NA,NA,NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj",NA,43.6139,16.689,1
"133",827,468782,"EDCS-31400957","HD064079",1,300,"[F]or<t=I>una/<e=F> Aug(ustae) sac(rum) / [2]OSOIR / [2]II v(otum) s(olvit) l(ibens) m(erito)","------ F]or&lt;t=I&gt;una/&lt;e=F&gt; Aug(ustae) sac(rum) / [---]OSOIR / [---]II v(otum) s(olvit) l(ibens) m(erito) ","For lt t gt una lt e gt Augustae sacrum OSOIR II votum solvit libens merito","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj",NA,43.6139,16.689,1
"134",828,468783,"EDCS-31400958","HD028864",201,300,"N[ym]p[h]is et Silvano / Aur(elius) Annianus buc(inator) coh(ortis) VIII vol(untariorum) / A(ntoninianae?) v(otum) l(ibens) p(osuit)","N[ym]p[h]is et Silvano // Aur(elius) Annianus buc(inator) coh(ortis) VIII vol(untariorum) / A(ntoninianae?) v(otum) l(ibens) p(osuit)","Nymphis et Silvano Aurelius Annianus bucinator cohortis VIII voluntariorum Antoninianae votum libens posuit","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, tria nomina, viri",43.6139,16.689,1
"135",829,468784,"EDCS-31400959","HD064080",1,300,"] coni[ug]i / [bene] merent[i] / [posu]it","------] coni[ug]i / [bene] merent[i] / [posu]it","coniugi bene merenti posuit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","mulieres, viri",43.6139,16.689,1
"136",830,468785,"EDCS-31400960","HD064081",1,300,"] / co[3] / di[ // ]/nt[","------] / CO[---] / DI[------ // ------]/NT[------","CO DI NT","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj",NA,43.6139,16.689,1
"137",831,468786,"EDCS-31900026","HD058790",1,300,"M(atri) M(agnae) / M(arcus) Cal(purnius?) Pri(mus?) / et Treb(onia) Chr(este) / rest(ituerunt)","M(atri) M(agnae) / M(arcus) Cal(purnius?) Pri(mus)(?) / et Treb(onia) Chr(este) / rest(ituerunt)","Matri Magnae Marcus Calpurnius Primus et Trebonia Chreste restituerunt","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","mulieres, tria nomina, viri",43.6139,16.689,1
"138",832,468787,"EDCS-31900027","HD058792",1,150,"] |(centuria) F[lavi(?) 3] / Ver[ecundi(?) 3] / heres [3] / ex [t(estamento) f(aciendum) c(uravit)]","------] / |(centuria) F[lavi?] / Ver[ecundi?] / heres [---] / ex [t(estamento)? f(aciendum)? c(uravit)?]","centuria Flavi Verecundi heres ex testamento faciendum curavit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, tria nomina, viri",43.6139,16.689,1
"139",833,468788,"EDCS-31900028","HD058793",1,300,"]us / [3 v]et(eranus) coh(ortis) / [3]ius / [","------] / [---]us / [--- v]et(eranus) coh(ortis) / [---]ius / [------","us veteranus cohortis ius",NA,NA,"tabula","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, viri",43.6139,16.689,1
"140",834,468789,"EDCS-29900112","HD012375",51,100,"P(ublius) Attecius P(ubli) f(ilius) / Venimarus mi/l(es) coh(ortis) VIII |(centuria) Ati/li domo Clau(dia) / Viruno an(n)o(rum) / XXI stip(endiorum) II / M(arcus) Ressius / Bricomar/us h(eres) ex t(estamento) / p(onendum) c(uravit)","P(ublius) Attecius P(ubli) f(ilius) / Venimarus mi/l(es) coh(ortis) VIII |(centuria) At(t)i/li domo Clau(dia) / Viruno an(n)o(rum) / XXI stip(endiorum) II / M(arcus) Ressius / Bricomar/us h(eres) ex t(estamento) / p(onendum) c(uravit)","Publius Attecius Publi filius Venimarus miles cohortis VIII centuria Attili domo Claudia Viruno annorum XXI stipendiorum II Marcus Ressius Bricomarus heres ex testamento ponendum curavit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, nomen singulare, tria nomina, viri",43.6139,16.689,1
"141",835,468790,"EDCS-31900029","HD058783",42,100,"Sex(tus) Clodius / C(ai) f(ilius) Pub(lilia) Verona / mil(es) l[eg(ionis)","Sex(tus) Clodius / C(?)(ai) f(ilius) Pub(lilia) Verona / mil(es) l[eg(ionis) VII C(laudia) p(ia)] f(idelis) / [------","Sextus Clodius Cai filius Publilia Verona miles legionis VII Claudia pia fidelis","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, praenomen et nomen, viri",43.6139,16.689,1
"142",836,468791,"EDCS-31900030","HD058795",1,100,"Sex(tus) Cornelius / Sex(ti) f(ilius) Camilia / Nonan(orum?) veter(anus) / [1]L[","Sex(tus) Cornelius / Sex(ti) f(ilius) Camilia / nonan(orum?) veter(anus) / [-]I(?)[---] / [------","Sextus Cornelius Sexti filius Camilia nonanorum veteranus I","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, praenomen et nomen, viri",43.6139,16.689,1
"143",837,468792,"EDCS-31900031","HD061690",1,100,"C(aius) Parp[3] Fab(ia?) / [1]ARE[2]C[1]X / annorum XLV / stipendior(um) XVI / N[","C(aius) Parp[--](?) Fab(ia)(?) / [-]ARE[--]C[-]X / annorum XLV / stipendior(um) XVI / N[---]","Caius Parp Fabia ARE C X annorum XLV stipendiorum XVI N","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, viri",43.6139,16.689,1
"144",838,468793,"EDCS-31900032","HD061689",171,300,"D(is) [M(anibus)] / Aurelio Cas[3]/to dulcissi[mo qui vixit annis] / IIII m(enses) II M(arcus) Au[relius 3] / RAMYSERIPA[","D(is) [M(anibus)] / Aurelio Cas[---]/to dulcissi[mo --- ann(os)] / IIII m(enses) II M(arcus) Au[relius ---] / RAMYSERIPA(?)[---]","Dis Manibus Aurelio Cas to dulcissimo annos IIII menses II Marcus Aurelius RAMYSERIPA","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","tria nomina, viri",43.6139,16.689,1
"145",839,468794,"EDCS-31900033","HD058808",151,300,"D(is) M(anibus) / M(arcus) Novel/lius Ursus / pater filiae / Fl(aviae) Tertulli/n(a)e dulcis(s)i/m(a)e def(unctae) an/norum VIII / mens(i)um / IIII","D(is) M(anibus) / M(arcus) Novel/lius Ursus / pater filiae / Fl(aviae) Tertulli/n(a)e dulcis(s)i/m(a)e def(unctae) an/norum VIII / mensum(!) / IIII","Dis Manibus Marcus Novellius Ursus pater filiae Flaviae Tertullinae dulcissimae defunctae annorum VIII mensum IIII","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","mulieres, tria nomina, viri",43.6139,16.689,1
"146",840,468795,"EDCS-32700488","HD055191",171,300,"D(is) M(anibus) / Fla(vius) P[l]ares / mil(es) coh(ortis) VIII / vol(untariorum) b(ene)f(iciarius) praef(ectus) / defunctus / ann(orum) XXXX stip(endiorum) / XX L(ucius) Val(erius) Surus / her(es) eius gene/ro b(ene) m(erenti) p(osuit)","D(is) M(anibus) / Fla(vius) Plares / mil(es) coh(ortis) VIII / vol(untariorum) b(ene)f(iciarius) praef(ecti) / defunctus / ann(orum) XXXX stip(endiorum) / XX L(ucius) Val(erius) Surus / her(es) eius gene/ro b(ene) m(erenti) p(osuit)","Dis Manibus Flavius Plares miles cohortis VIII voluntariorum beneficiarius praefecti defunctus annorum XXXX stipendiorum XX Lucius Valerius Surus heres eius genero bene merenti posuit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, tria nomina, viri",43.6139,16.689,1
"147",841,468796,"EDCS-30200431","HD022811",9,56,"C(aius) Lartinius / C(ai) f(ilius) Pol(lia) domo / Foro Corneli / miles leg(ionis) VII / ann(orum) XXXIV / stip(endiorum) XVI h(ic) s(itus) e(st) / heredes posuer(unt)","C(aius) Lartinius / C(ai) f(ilius) Pol(lia) domo / Foro Corneli / miles leg(ionis) VII / ann(orum) XXXIV / stip(endiorum) XVI h(ic) s(itus) e(st) / heredes posuer(unt)","Caius Lartinius Cai filius Pollia domo Foro Corneli miles legionis VII annorum XXXIV stipendiorum XVI hic situs est heredes posuerunt","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Salonae","Dicmo","milites, nomen singulare, viri",43.5384,16.4743,1
"148",842,468797,"EDCS-16900021","HD028177",9,42,"Q(uintus) Marcius / Q(uinti) f(ilius) Cor(nelia) Bassus / dom(o) Benevento / [m]il(es) leg(ionis) VII an(norum) / [3] stip(endiorum) XVII / [h(ic) s(itus)] e(st) t(estamento) f(ieri) i(ussit) / [ex arb]itratu / [M]aximi","Q(uintus) Marcius / Q(uinti) f(ilius) Cor(nelia) Bassus / dom(o) Benevento / mil(es) leg(ionis) VII an(norum) / [---] stip(endiorum) XVII / [h(ic) s(itus)] e(st) t(estamento) f(ieri) i(ussit) / [ex arb]itratu / [M]aximi","Quintus Marcius Quinti filius Cornelia Bassus domo Benevento miles legionis VII annorum stipendiorum XVII hic situs est testamento fieri iussit ex arbitratu Maximi","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, nomen singulare, tria nomina, viri",43.6139,16.689,1
"149",843,468798,"EDCS-24400350","HD051029",1,150,"M(arcus) Percenni[us 3] / Voltinia Ph[ilippis] / [3 l]eg(ionis) [","M(arcus) Percenni[us - f(ilius)] / Voltinia Ph[ilippis](?) / [mil(es)? l]eg(ionis)(?) IV[---] / [------","Marcus Percennius filius Voltinia Philippis miles legionis IV","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, viri",43.6139,16.689,1
"150",844,468799,"EDCS-30200432","HD028183",51,100,"M(arcus) Pytha Segni f(ilius) / mil(es) c(o)hor(tis) II C{h}yrres(tarum) / dom(o) Ber(o)ea an(norum) LX stip(endiorum) / XXXV t(estamento) f(ieri) i(ussit) sibi e[t","M(arcus) Pytha Segni f(ilius) / mil(es) c(o)hor(tis) II C{h}yrr&lt;h&gt;es(ticorum) / dom(o) Berea an(norum) LX stip(endiorum) / XXXV t(estamento) f(ieri) i(ussit) sibi Felici l(iberto) / [------?","Marcus Pytha Segni filius miles cohortis II Chyrr lt h gt esticorum domo Berea annorum LX stipendiorum XXXV testamento fieri iussit sibi Felici liberto","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, nomen singulare, praenomen et nomen, viri",43.6139,16.689,1
"151",845,468800,"EDCS-16900022","HD028180",1,150,"]lio [3] / [3] bucin[atori] / [c]oh(ortis) III Alp[inorum] / [3 p]rovinciae / [3 dom]o [N]oricus(!) / [an(norum) 3]V stip(endiorum) XV[3] / [3 s]ig(nifer) |(centuria) Iuliani h(eres) [f(aciendum) c(uravit)]","------](?) / [---]L(?)IO[---] / [---] bucin[ator] / [c]oh(ortis) III Alp[in(orum)] / [p]rovinciae [---] / [--]o [N]oricus [an(norum)] / [--]V stip(endiorum) XV[---] / [s]ig(nifer) |(centuria) Iuliani h(eres?) [f(aciendum)? c(uravit)?] / [------?","LIO bucinator cohortis III Alpinorum provinciae o Noricus annorum V stipendiorum XV signifer centuria Iuliani heres faciendum curavit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, nomen singulare, officium/professio, viri",43.6139,16.689,1
"152",846,468801,"EDCS-32700489","HD058773",1,150,"] / stip(endiorum) X[3] / L(ucius) Stat[ienus] / Catu[lus h(eres) et] / muni[ceps","------] / stip(endiorum)(?) X[---] / L(ucius) Stat[ienus ---] / Catu[lus ---] / MVN[---] / [------","stipendiorum X Lucius Statienus Catulus MVN","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, tria nomina, viri",43.6139,16.689,1
"153",847,468802,"EDCS-32700490","HD058774",1,150,"[3]etsiulanu[s 3] / [3] f(ilius) Le[m(onia)] [3] / [3]I [mi]<l=I>es / [6] / [6] / [3] |(centuria?) [3] / [3]S[3] / [3 fr]at<er=FF> [f]ra<tri=II>","[---]etisulanu[s] / [---]FLEA(?)[---] / [---]I(?)[--]I(?)E(?)S / [------] / [------] / [---] |(centuria) [---] / [---]S[---] / [--- fr]ater(?) [f]ratr[i](?)","etisulanus FLEA I IES centuria S frater fratri","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, viri",43.6139,16.689,1
"154",848,468803,"EDCS-32700491","HD058775",1,300,"]LAI / [3 ima]ginif(er) / [3 sti]p(endiorum) / [","------]LAI / [--- ima]ginif(er) / [--- st]ip(endiorum)(?) / [------","LAI imaginifer stipendiorum","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, viri",43.6139,16.689,1
"155",849,468804,"EDCS-32700492","HD058776",1,150,"]XIX[3] / [3 signif]ero(?) [3] / [3] stip(endiorum) X[3] / [3]T[","------] / [---]A(?)I(?)A(?)[---] / [--- signif?]ero [---] / [---] stip(endiorum) X[---] / [---]T[---] / [------","AIA signifero stipendiorum X T","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, viri",43.6139,16.689,1
"156",850,468805,"EDCS-32700493","HD058777",1,600,"]ELEG[","[---]ELEG[------","ELEG",NA,NA,NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj",NA,43.6139,16.689,1
"157",852,468807,"EDCS-32700495","HD058779",151,300,"] Iuliana fili(o) / [3]AIIII[3]AF[3] / [3]V[3] / [3]FI[","------] / [---] Iuliana fili/[---]A(?) IIII[---]A(?)F[---] / [---]V[---] / [---]F(?)I[---]","Iuliana fili A IIII AF V FI","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","mulieres",43.6139,16.689,1
"158",854,468809,"EDCS-32700497","HD058781",151,300,"D(is) M(anibus) / Sacron(ius) / Ursinu(s) / Anniae / Quin(tinae) / def(unctae) an(norum) / LX b(ene) m(erenti) p(osuit)","D(is) M(anibus) / Sacron(ius) / Ursinu(s) / Anniae / Quint(ae) / def(unctae) an(norum) / LX b(ene) m(erenti) p(osuit)","Dis Manibus Sacronius Ursinus Anniae Quintae defunctae annorum LX bene merenti posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","mulieres, tria nomina, viri",43.6139,16.689,1
"159",855,468810,"EDCS-32700498","HD058782",1,600,"]LF I[3] / [3] le[g(ionis?) // ]TNAI[","------] / [---]LF I[---] / [---]LE[---] / [------","LF I LE",NA,NA,NA,"Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites",43.6139,16.689,1
"160",856,468811,"EDCS-10000242","HD033094",151,300,"Invicti posuit","------? Invi?]cti / pos/uit","Invicti posuit","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj",NA,43.6139,16.689,1
"161",857,468812,"EDCS-10000243","HD033097",151,250,"I(ovi) O(ptimo) M(aximo) / et N(umini) H(ippi) fl(uminis) / Cn(aeus) Tullius / Flaventinus / b(ene)f(iciarius) co(n)s(ularis) / leg(ionis) I Adi(utricis) / [v(otum) s(olvit) l(ibens) m(erito)]","I(ovi) O(ptimo) M(aximo) / et N(umini) H(ippi) fl(uminis) / Cn(aeus) Tullius / Faventinus / b(ene)f(iciarius) co(n)s(ularis) / leg(ionis) I adi(utricis) / [v(otum) s(olvit) l(ibens) m(erito)]","Iovi Optimo Maximo et Numini Hippi fluminis Cnaeus Tullius Faventinus beneficiarius consularis legionis I adiutricis votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Gardun / Tilurium","Tilurium","Trilj","milites, tria nomina, viri",43.6139,16.689,1
"162",876,468831,"EDCS-67300056","HD056173",171,300,"I(ovi) O(ptimo) M(aximo) / Co(ho)rta[li] / posui[t] / Ti[t]i[us(?)] / Suru[s] / v(otum) p(osuit) l(ibens)","I(ovi) O(ptimo) M(aximo) / Co(ho)rta[li] / posui[t] / Ti[t?]i[us] / Suru[s] / v(otum) p(osuit) l(ibens)","Iovi Optimo Maximo Cohortali posuit Titius Surus votum posuit libens","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Glamoc / Municipium Salvium","Municipium Salvium","Glamoč","tria nomina, viri",44.1301,16.8281,1
"163",877,468832,"EDCS-67300057","HD056175",131,200,"[3] Aug(usto) s(acrum) P(ublius) Aeli(us) Secundus d[ec(urio?)] et Varro Da[s]antis / [3] p(osuerunt) pro salute sua et coll(e)gio (a)erariorum B[3]MILIAN","[---] Aug(usto) s(acrum) P(ublius) Aeli(us) Secundus d[ec(urio)?] et Varro Da[s]antis / [---](?) p(osuerunt) pro salute sua et coll(e)gio (a)erariorum B(?)[-]MILIAN","Augusto sacrum Publius Aelius Secundus decurio et Varro Dasantis posuerunt pro salute sua et collegio aerariorum B MILIAN","votive inscription","votive inscription","statue base","Dalmatia","Dalmatia","Glamoc / Municipium Salvium","Municipium Salvium","Glamoč","officium/professio, ordo decurionum, tria nomina, viri",44.1301,16.8281,1
"164",902,468857,"EDCS-30800083","HD057193",201,300,"D(is) M(anibus) s(acrum) / Ael(i) Pines et Temus / parentes posuerunt / filio pientissimo / Pinnio militi legi/onis secund(a)es(!) defunc/to Bassianis anno/rum XXXII","D(is) M(anibus) s(acrum) / Ael(ii) Pinnes et Temus / parentes posuerunt / filio pientissimo / Pinnio militi legi/onis secund(a)es(!) defunc/to Bassianis anno/rum XXXII","Dis Manibus sacrum Aelii Pinnes et Temus parentes posuerunt filio pientissimo Pinnio militi legionis secundaes defuncto Bassianis annorum XXXII","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Glavaticevo",NA,"Konjic","milites, mulieres, tria nomina, viri",43.5040612,18.1041299,1
"165",907,468862,"EDCS-28300086","HD052288",151,300,"I(ovi) O(ptimo) M(aximo) / Ael(ius) Titus / ex protec/tore / v(otum) l(ibens) s(olvit)","I(ovi) O(ptimo) M(aximo) / Ael(ius) Titus / ex protec/tore / v(otum) l(ibens) s(olvit)","Iovi Optimo Maximo Aelius Titus ex protectore votum libens solvit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Glavica / Municipium Salvium","Municipium Salvium","Glamoč","milites, tria nomina, viri",44.1301,16.8281,1
"166",919,468874,"EDCS-30400589","HD052279",101,200,"I(ovi) O(ptimo) M(aximo) / T(itus) Flavius / Sabinus / decur(io) ter(tius?) / ala(e) Claud(iae) / v(otum) s(olvit) [l(ibens)] m(erito)","I(ovi) O(ptimo) M(aximo) / T(itus) Flavius / Sabinus / decur(io) TER / ala(e) Claud(iae) / v(otum) s(olvit) [l(ibens)] m(erito)","Iovi Optimo Maximo Titus Flavius Sabinus decurio TER alae Claudiae votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Golubic / Raetinium","Raetinium","Bihać","milites, tria nomina, viri",44.7885,15.9292,1
"167",922,468877,"EDCS-30400592","HD061849",171,300,"D(is) M(anibus) / Aur(elius) Rufu(s) / an(norum) XXV / mi<le=II>s leg(ionis) / s<e=I>c(undae?) Aur(elius) <T=I>u/rranius(?) p(ater) <f=I>(ecit?) / h(ic) s(itus) e(st)","D(is) M(anibus) / Aur(elius) Rufu(s) / an(norum) XXV / mi&lt;l=I&gt;is(!) leg(ionis) / sic(undae)(!) Aur(elius) &lt;T=I&gt;u/rranius p(ater?) &lt;f=I&gt;(ilio)(?) / h(ic) s(itus) e(st) ","Dis Manibus Aurelius Rufus annorum XXV mi lt l gt is legionis sicundae Aurelius lt T gt urranius pater lt f gt ilio hic situs est","epitaph","epitaph","stele","Dalmatia","Dalmatia","Golubic / Raetinium","Raetinium","Bihać","milites, tria nomina, viri",44.7885,15.9292,1
"168",963,468919,"EDCS-31400636","HD052419",151,300,"I(ovi) O(ptimo) M(aximo) Co(ho)r[tali] / eand(em) aram C() / Saturninus / cons[ecravit(?)","I(ovi) O(ptimo) M(aximo) Co(ho)r[tali] / eand(em) ar[a]m I(ovi?) C(ohortali?) / Saturninus / cons(ecravit)","Iovi Optimo Maximo Cohortali eandem aram Iovi Cohortali Saturninus consecravit","votive inscription","votive inscription","tabula","Dalmatia","Dalmatia","Gorazde",NA,"Ustiprača","tria nomina, viri",43.6673112,18.9765501,1
"169",965,468921,"EDCS-31400207","HD058261",101,200,"M(arcus) Ulp(ius) M(arci) [f(ilius)] / Maxim(us) qu[1] / NDA[1] s(ingularis?) c(onsularis?) [","M(arcus) U[l]p(ius) M(arci) [f(ilius)] / Maxim(us) qu[o]/ndam SC(?)[---] / [------","Marcus Ulpius Marci filius Maximus quondam SC",NA,NA,NA,"Dalmatia","Dalmatia","Gorazde",NA,"Goražde","milites, tria nomina, viri",43.6673112,18.9765501,1
"170",976,468932,"EDCS-28300068","HD061925",1,150,"Castori / et Polluci / sac{e}rum / Fab{e}ricia / Pieris / v(otum) s(olvit) l(ibens) m(erito)","Castori / et Polluci / sac{e}rum / Fabericia / Pieris / v(otum) s(olvit) l(ibens) m(erito)","Castori et Polluci sacerum Fabericia Pieris votum solvit libens merito","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","mulieres, tria nomina",43.6922,16.5206,1
"171",977,468933,"EDCS-28300069","HD061928",131,170,"Turr[a]n[i]us Fir() / vexil(larius) coh(ortis) I Bel(gicae) / Mercurio / v(otum) s(olvit) l(ibens) m(erito)","Turran[i]us Fir(mus) / vexil(larius) coh(ortis) I Bel(garum) / Mercurio / v(otum) s(olvit) l(ibens) m(erito)","Turranius Firmus vexillarius cohortis I Belgarum Mercurio votum solvit libens merito","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, tria nomina, viri",43.6922,16.5206,1
"172",978,468934,"EDCS-28300070","HD061927",31,100,"L(ucio) Teren[t]io / L(uci) f(ilio) Claud(ia) / Severo Cel(eia) / mil(iti) coh(ortis) VIII / vexil<l=I>ar(iorum) ann(orum) / XXX stipend(iorum) XIV / L(ucius) Ae<b=R>utius / Felix posui(t)","L(ucio) Terentio / L(uci) f(ilio) Claud(ia) / Severo Cel(eia) / mil(iti) coh(ortis) VIII / vexillar(io) ann(orum) / XXX stipend(iorum) XIV / L(ucius) Aebutius / Felix posui[t]","Lucio Terentio Luci filio Claudia Severo Celeia militi cohortis VIII vexillario annorum XXX stipendiorum XIV Lucius Aebutius Felix posuit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, tria nomina, viri",43.6922,16.5206,1
"173",979,468935,"EDCS-28300071","HD061926",131,170,"M(arco) Valerio / Donico / natus(!) domo / Celeiae |(centurioni) c(o)hor(tis) III / Alpinorum fecit / Herennia Puden/tilla coniugi / bene merenti","M(arco) Valerio / Donico / natus domo / Celeiae |(centurioni) c(o)hor(tis) III / Alpinorum fecit / Herennia Puden/tilla coniugi / bene [merenti]","Marco Valerio Donico natus domo Celeiae centurioni cohortis III Alpinorum fecit Herennia Pudentilla coniugi bene merenti","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, mulieres, tria nomina, viri",43.6922,16.5206,1
"174",981,468937,"EDCS-30200136","HD054442",71,130,"Ser(vius) Ennius Ser(vi) f(ilius) / Claudia Fuscus / domo Cemeneli / miles coh(ortis) VIII vol(untariorum) / stip(endiorum) XVIIII ann(orum) XXXIIX / Fulvia Vitalis v(iva) f(ecit) sibi / et coniugi b(ene) m(erenti) f(ecit?) / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Ser(vius) Ennius Ser(vi) f(ilius) / Claudia Fuscus / domo Cemeneli / miles coh(ortis) VIII vol(untariorum) / stip(endiorum) XVIIII ann(orum) XXXIIX / Fulvia Vitalis v(iva) f(ecit) sibi / et coniugi b(ene) m(erenti) {f(ecit)} / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Servius Ennius Servi filius Claudia Fuscus domo Cemeneli miles cohortis VIII voluntariorum stipendiorum XVIIII annorum XXXIIX Fulvia Vitalis viva fecit sibi et coniugi bene merenti fecit hoc monumentum heredem non sequetur","epitaph","epitaph","stele","Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, mulieres, tria nomina, viri",43.6922,16.5206,1
"175",982,468938,"EDCS-57200190","HD061924",201,300,"D(is) M(anibus) // L(ucio) Bennio Honorato / dec(urioni) col(oniae) Aequensi(um) / qui vixit ann(os) X m(enses) III / L(ucius) Bennius Maximus et / Flavia Tertulla pa/rentes filio pientissi/mo et infelicissimo pos(uerunt)","D(is) M(anibus) // L(ucio) Bennio Honorato / dec(urioni) col(oniae) Aequensi(um) / qui vixit ann(os) X m(enses) III / L(ucius) Bennius Maximus et / Flavia Tertulla pa/rentes filio pientissi/mo et infelicissimo pos(uerunt)","Dis Manibus Lucio Bennio Honorato decurioni coloniae Aequensium qui vixit annos X menses III Lucius Bennius Maximus et Flavia Tertulla parentes filio pientissimo et infelicissimo posuerunt","epitaph","epitaph","sarcophagus","Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","mulieres, ordo decurionum, tria nomina, viri",43.6922,16.5206,1
"176",983,468939,"EDCS-30200137","HD055358",131,250,"]ARMO[3] / [3]A PALMA[3] / [3] PANVM[3] / [3]ELIA[3] / [3]PTOL M[","------](?) / [---]armo[---] / [---]a palmaI(?)[-](?) / [---]I(?)panum / [---]elia / [ex? voto? susce?]pto l(ibens) m(erito) / [------?","armo a palmaI Ipanum elia ex voto suscepto libens merito","votive inscription","votive inscription",NA,"Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć",NA,43.6922,16.5206,1
"177",984,468940,"EDCS-30200138","HD061923",1,300,"C(aius?) C[3] / PR[","------](?) / C(aius?) Ca[---] / PRA(?)[---]","Caius Ca PRA","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","viri",43.6922,16.5206,1
"178",985,468941,"EDCS-30200139","HD021258",1,50,"eiusd]em / [3 fr]ater f(aciendum) c(uravit)","------ mil(es) leg(ionis) eiusd]em / [--- fr]ater f(aciendum) c(uravit)","miles legionis eiusdem frater faciendum curavit","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","viri",43.6922,16.5206,1
"179",986,468942,"EDCS-30200140","HD061922",1,300,"] / QV[3] / LXIII[3] / SI annoru/m XIIII / pater et / mater / posuerun(t)","------] / QV[---] / LXIII[---] / SI annoru/m XIIII / pater et / mater / posuerun(t)","QV LXIII SI annorum XIIII pater et mater posuerunt","epitaph","epitaph",NA,"Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","mulieres, viri",43.6922,16.5206,1
